Marca temporal,¿Cuántos años tenés?,,¿Cuál es tu género?,Me siento calmado,Me siento seguro,Estoy tenso,Estoy contrariado (malhumorado o disgustado),Me siento cómodo (estoy a gusto),Estoy preocupado ahora por posibles desgracias futuras,Me siento descansado,Me siento angustiado,Me siento confortable,Tengo confianza en mi mismo,Me siento nervioso,Estoy desasosegado (agitado e inquieto),Me siento muy “atado” (como oprimido),Estoy relajado,Me siento satisfecho,Estoy preocupado,Me siento aturdido y sobreexcitado,Me siento alegre,En este momento me siento bien
8/07/2021 11:13:37,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:13:43,Entre 19 y 25,,Mujer,Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
8/07/2021 11:13:53,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:14:23,Entre 10 y 14,,Mujer,Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Bastante (2),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:15:23,Entre 10 y 14,,Hombre,Nada (0),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Nada (0),Nada (0),Mucho (3),Nada (0),Bastante (2),Mucho (3),Mucho (3)
8/07/2021 11:15:52,Más de 40,,Soy un australopithecus ,Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Mucho (3),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0)
8/07/2021 11:16:32,Entre 19 y 25,,Mujer,Mucho (3),Un poco (1),Un poco (1),Nada (0),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:16:43,Entre 10 y 14,,Mujer,Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:16:56,Entre 10 y 14,,Mujer,Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Nada (0),Nada (0),Nada (0)
8/07/2021 11:17:07,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:17:07,Entre 10 y 14,,Mujer,Mucho (3),Bastante (2),Un poco (1),Nada (0),Mucho (3),Nada (0),Mucho (3),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:17:11,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:17:12,Entre 10 y 14,,Hombre,Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:17:13,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Bastante (2)
8/07/2021 11:17:21,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
8/07/2021 11:17:23,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Nada (0),Un poco (1),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Bastante (2)
8/07/2021 11:17:28,Entre 10 y 14,,genero fluido ,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0)
8/07/2021 11:17:32,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Mucho (3),Bastante (2),Un poco (1),Mucho (3),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 11:17:58,Entre 10 y 14,,Hombre,Un poco (1),Mucho (3),Nada (0),Nada (0),Un poco (1),Nada (0),Mucho (3),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Mucho (3),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:18:00,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Mucho (3),Bastante (2)
8/07/2021 11:18:01,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Nada (0),Mucho (3),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 11:18:03,Entre 10 y 14,,Mujer,Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Mucho (3)
8/07/2021 11:18:11,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Bastante (2)
8/07/2021 11:18:12,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:18:23,Entre 15 y 18,,Hombre,Un poco (1),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1)
8/07/2021 11:18:49,,,Demigirl,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1)
8/07/2021 11:19:12,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
8/07/2021 11:19:18,Entre 15 y 18,,Mujer,Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Mucho (3),Mucho (3),Mucho (3),Un poco (1),Nada (0),Mucho (3),Nada (0),Mucho (3),Nada (0),Un poco (1),Bastante (2),Mucho (3),Nada (0),Nada (0)
8/07/2021 11:19:29,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Nada (0),Bastante (2),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:20:40,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Un poco (1),Mucho (3),Nada (0),Bastante (2),Mucho (3),Nada (0),Bastante (2),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:21:11,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Mucho (3),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:21:21,Entre 10 y 14,,Hombre,Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Mucho (3),Nada (0),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Mucho (3),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Nada (0)
8/07/2021 11:21:29,Entre 10 y 14,,Demigirl,Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0)
8/07/2021 11:21:29,Entre 10 y 14,,Hombre,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Nada (0),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
8/07/2021 11:21:57,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:22:11,Entre 10 y 14,,Hombre,Un poco (1),Mucho (3),Nada (0),Un poco (1),Bastante (2),Nada (0),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:22:21,Entre 10 y 14,,Hombre,Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1)
8/07/2021 11:22:53,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Mucho (3),Bastante (2),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1)
8/07/2021 11:23:22,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Mucho (3),Mucho (3)
8/07/2021 11:23:23,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Mucho (3),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2)
8/07/2021 11:24:02,Entre 10 y 14,,No binario,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2)
8/07/2021 11:32:15,Entre 10 y 14,,Mujer,Un poco (1),Mucho (3),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Nada (0),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:35:24,Entre 19 y 25,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2),Mucho (3),Un poco (1),Mucho (3),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:40:38,Entre 15 y 18,,prefiero no decirlo,Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Nada (0),Bastante (2)
8/07/2021 11:41:04,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:45:36,Entre 10 y 14,,Mujer,Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 11:45:57,Entre 19 y 25,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2)
8/07/2021 11:47:05,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:48:14,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:48:22,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Bastante (2),Nada (0),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 11:48:46,Entre 15 y 18,,Hombre,Mucho (3),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Mucho (3),Mucho (3),Mucho (3),Bastante (2),Nada (0),Mucho (3),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Mucho (3)
8/07/2021 11:49:45,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Mucho (3),Mucho (3),Un poco (1),Bastante (2)
8/07/2021 11:50:53,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:50:55,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:51:17,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1)
8/07/2021 11:51:37,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Nada (0),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:53:18,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1)
8/07/2021 11:53:58,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:54:27,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Mucho (3),Nada (0),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:54:44,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Mucho (3),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Mucho (3),Mucho (3)
8/07/2021 11:54:44,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
8/07/2021 11:54:50,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Mucho (3),Un poco (1),Un poco (1)
8/07/2021 11:55:49,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:55:52,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
8/07/2021 11:56:31,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
8/07/2021 11:59:12,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Mucho (3),Bastante (2)
8/07/2021 11:59:25,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
8/07/2021 11:59:35,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 12:01:14,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Mucho (3),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Mucho (3),Mucho (3)
8/07/2021 12:01:17,Entre 15 y 18,,Mujer,Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Mucho (3),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1)
8/07/2021 12:01:21,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3)
8/07/2021 12:02:11,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2)
8/07/2021 12:03:22,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Mucho (3)
8/07/2021 12:04:09,Entre 15 y 18,,Hombre,Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
8/07/2021 12:06:06,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Bastante (2),Bastante (2),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Mucho (3)
8/07/2021 12:07:05,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1)
8/07/2021 12:10:22,Más de 40,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2),Mucho (3),Bastante (2)
8/07/2021 12:10:28,Entre 15 y 18,,Hombre,Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Nada (0),Nada (0),Nada (0),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0)
8/07/2021 12:11:39,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 12:12:06,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
8/07/2021 12:12:20,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Bastante (2)
8/07/2021 12:13:06,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2)
8/07/2021 12:13:08,Entre 10 y 14,,Mujer,Nada (0),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2)
8/07/2021 12:14:47,Entre 15 y 18,,Mujer,Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Un poco (1),Un poco (1)
8/07/2021 12:15:26,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
8/07/2021 12:16:46,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0)
